,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
slog_stranger_2351_sink,0.878,1.000,0.511,0.332,0.082,0.211,1.241,1.329,0.580,0.301,0.078,0.179,
slog_stranger_2352_sink,0.863,0.966,0.491,0.330,0.064,0.220,1.300,1.136,0.557,0.301,0.071,0.178,
slog_stranger_2353_sink,0.855,0.956,0.495,0.348,0.063,0.216,1.749,2.943,0.741,0.297,0.078,0.174,
slog_stranger_2354_sink,0.862,0.964,0.493,0.329,0.070,0.215,1.187,1.131,0.570,0.321,0.077,0.185,
slog_stranger_2356_sink,0.871,0.963,0.508,0.317,0.069,0.214,1.227,1.085,0.540,0.310,0.074,0.180,
slog_stranger_2357_sink,0.845,0.931,0.497,0.308,0.077,0.197,1.164,1.132,0.535,0.313,0.074,0.172,
slog_stranger_2358_sink,0.861,0.963,0.488,0.325,0.069,0.212,1.393,1.112,0.581,0.296,0.069,0.186,
slog_stranger_2359_sink,0.844,0.950,0.474,0.318,0.073,0.203,1.193,1.163,0.571,0.298,0.073,0.176,
slog_stranger_235_sink,1.282,1.582,0.641,0.351,0.080,0.210,1.142,1.157,0.496,0.448,0.069,0.179,
slog_stranger_2364_sink,0.873,0.966,0.507,0.319,0.077,0.210,1.253,1.167,0.573,0.312,0.088,0.170,
slog_stranger_2366_sink,0.866,0.933,0.531,0.326,0.075,0.215,1.230,1.158,0.581,0.460,0.068,0.179,
slog_stranger_2367_sink,0.844,0.940,0.486,0.310,0.066,0.216,1.207,1.184,0.587,0.290,0.072,0.182,
slog_stranger_2368_sink,0.865,0.957,0.499,0.333,0.080,0.210,1.217,1.182,0.527,0.327,0.083,0.174,
slog_stranger_2369_sink,0.848,0.922,0.500,0.313,0.073,0.208,1.333,1.155,0.572,0.305,0.084,0.175,
slog_stranger_236_sink,1.282,1.693,0.629,0.333,0.079,0.213,1.190,1.144,0.578,0.356,0.072,0.176,
slog_stranger_2370_sink,0.865,0.982,0.492,0.326,0.070,0.217,1.190,1.200,0.535,0.345,0.072,0.180,
slog_stranger_2372_sink,0.870,0.971,0.521,0.330,0.065,0.220,1.204,1.146,0.529,0.289,0.070,0.187,
slog_stranger_2373_sink,0.872,0.944,0.530,0.313,0.072,0.218,1.292,1.162,0.570,0.303,0.078,0.184,
slog_stranger_2374_sink,0.847,0.943,0.494,0.329,0.076,0.205,1.175,1.166,0.565,0.367,0.076,0.179,
slog_stranger_2375_sink,0.874,0.958,0.489,0.313,0.067,0.218,1.170,1.145,0.574,0.295,0.074,0.174,
slog_stranger_2376_sink,0.875,0.965,0.499,0.338,0.071,0.204,1.155,1.106,0.540,0.337,0.083,0.167,
slog_stranger_2377_sink,0.865,0.948,0.513,0.312,0.076,0.201,1.181,1.186,0.548,0.302,0.084,0.170,
slog_stranger_2378_sink,0.831,0.934,0.473,0.319,0.076,0.205,1.174,1.154,0.557,0.621,0.067,0.182,
slog_stranger_2379_sink,0.875,1.013,0.503,0.319,0.078,0.203,1.344,1.486,0.653,0.305,0.069,0.185,
slog_stranger_237_sink,1.196,1.627,0.707,0.322,0.074,0.202,1.298,1.093,0.563,0.299,0.083,0.170,
slog_stranger_2384_sink,1.286,1.592,0.611,0.334,0.070,0.218,1.110,1.115,0.525,0.299,0.076,0.181,
slog_stranger_2385_sink,0.876,0.974,0.494,0.313,0.079,0.204,1.287,1.177,0.554,0.299,0.080,0.166,
slog_stranger_2386_sink,0.856,0.912,0.506,0.324,0.070,0.215,1.145,1.124,0.569,0.285,0.070,0.187,
slog_stranger_2387_sink,0.908,0.956,0.512,0.321,0.078,0.209,1.180,1.144,0.550,0.312,0.077,0.174,
slog_stranger_2388_sink,0.861,0.966,0.502,0.339,0.068,0.211,1.120,1.108,0.532,0.302,0.072,0.186,
slog_stranger_238_sink,1.270,1.601,0.626,0.325,0.079,0.211,1.305,1.177,0.554,0.356,0.073,0.177,
slog_stranger_2390_sink,0.832,0.917,0.508,0.322,0.068,0.215,1.186,1.148,0.556,0.314,0.071,0.187,
slog_stranger_2391_sink,0.892,1.011,0.496,0.332,0.073,0.219,1.314,1.468,0.595,0.297,0.069,0.188,
slog_stranger_2392_sink,0.871,0.994,0.530,0.319,0.078,0.204,1.326,1.410,0.548,0.318,0.079,0.171,
slog_stranger_2393_sink,0.842,0.989,0.481,0.344,0.072,0.221,1.383,1.461,0.564,0.435,0.079,0.175,
slog_stranger_2394_sink,0.875,1.022,0.499,0.322,0.066,0.215,1.390,1.482,0.583,0.307,0.073,0.186,
slog_stranger_2396_sink,0.833,0.936,0.485,0.367,0.084,0.209,1.184,1.173,0.540,0.294,0.059,0.195,
slog_stranger_239_sink,1.278,1.671,0.628,0.320,0.076,0.203,1.123,1.092,0.538,0.319,0.074,0.188,
slog_stranger_2400_sink,1.298,1.733,0.624,0.340,0.069,0.220,1.184,1.132,0.558,0.312,0.074,0.187,
slog_stranger_2402_sink,1.288,1.558,0.640,0.485,0.070,0.217,1.230,1.132,0.584,0.334,0.077,0.177,
slog_stranger_2404_sink,0.861,0.945,0.506,0.324,0.071,0.218,1.163,1.147,0.524,0.297,0.081,0.171,
slog_stranger_2405_sink,0.893,1.098,0.533,0.314,0.073,0.209,1.301,1.434,0.593,0.315,0.075,0.178,
slog_stranger_2406_sink,0.832,0.942,0.484,0.323,0.072,0.217,1.178,1.125,0.565,0.319,0.077,0.172,
slog_stranger_2407_sink,0.879,0.975,0.534,0.320,0.075,0.211,1.263,1.394,0.575,0.326,0.081,0.181,
slog_stranger_2408_sink,0.866,0.961,0.522,0.326,0.074,0.209,1.176,1.140,0.561,0.318,0.077,0.173,
slog_stranger_2409_sink,0.866,0.970,0.497,0.330,0.068,0.210,1.174,1.171,0.561,0.298,0.071,0.179,
slog_stranger_240_sink,1.191,1.633,0.736,0.319,0.079,0.211,1.182,1.175,0.556,0.290,0.081,0.166,
slog_stranger_2410_sink,0.870,0.980,0.487,0.324,0.069,0.214,1.171,1.163,0.553,0.321,0.068,0.193,
slog_stranger_2411_sink,0.832,0.921,0.493,0.328,0.071,0.221,1.132,1.124,0.537,0.424,0.068,0.184,
slog_stranger_2416_sink,,,,0.332,0.059,0.212,1.526,2.055,0.664,0.323,0.080,0.172,
slog_stranger_2418_sink,,,,0.316,0.065,0.211,1.536,2.104,0.694,0.329,0.080,0.175,
slog_stranger_241_sink,1.288,1.578,0.615,0.316,0.068,0.221,1.150,1.139,0.541,0.324,0.079,0.175,
slog_stranger_2421_sink,0.888,1.020,0.492,0.297,0.070,0.195,1.893,4.278,0.880,0.298,0.078,0.178,
slog_stranger_2422_sink,0.833,0.948,0.469,0.315,0.070,0.206,1.131,1.118,0.543,0.286,0.072,0.182,
slog_stranger_2423_sink,0.855,0.994,0.509,0.307,0.057,0.211,1.342,1.232,0.582,0.362,0.080,0.177,
slog_stranger_2424_sink,0.867,0.978,0.481,0.307,0.085,0.191,1.169,1.098,0.600,0.403,0.076,0.175,
slog_stranger_2425_sink,0.837,0.924,0.502,0.379,0.069,0.234,1.178,1.093,0.556,0.287,0.070,0.173,
slog_stranger_2426_sink,0.870,0.974,0.487,0.323,0.080,0.200,1.173,1.132,0.587,0.305,0.069,0.184,
slog_stranger_2428_sink,0.831,0.925,0.483,0.453,0.079,0.210,1.196,1.157,0.562,0.470,0.069,0.189,
slog_stranger_242_sink,0.869,0.998,0.495,0.302,0.056,0.209,1.822,2.403,0.676,0.308,0.080,0.175,
slog_stranger_2430_sink,0.827,0.961,0.461,0.587,0.075,0.213,1.129,1.090,0.522,0.345,0.073,0.176,
slog_stranger_2431_sink,0.869,0.968,0.512,0.344,0.070,0.212,1.205,1.150,0.564,0.300,0.080,0.173,
slog_stranger_2437_sink,1.185,1.527,0.735,0.482,0.073,0.213,1.168,1.133,0.566,0.352,0.069,0.181,
slog_stranger_243_sink,0.886,0.996,0.520,0.333,0.058,0.218,1.691,3.007,0.739,0.483,0.078,0.176,
slog_stranger_2441_sink,0.868,0.969,0.499,0.304,0.053,0.214,1.740,3.023,0.769,0.492,0.078,0.179,
slog_stranger_2442_sink,0.876,1.000,0.501,0.328,0.077,0.205,1.308,1.381,0.618,0.355,0.084,0.165,
slog_stranger_2443_sink,0.858,0.995,0.487,0.331,0.073,0.218,1.309,1.389,0.612,0.293,0.072,0.180,
slog_stranger_2445_sink,0.853,0.944,0.510,0.311,0.075,0.201,1.166,1.114,0.545,0.322,0.074,0.176,
slog_stranger_2446_sink,0.832,0.929,0.492,0.357,0.072,0.218,1.182,1.130,0.551,0.306,0.078,0.178,
slog_stranger_2447_sink,0.868,0.972,0.496,0.326,0.065,0.215,1.220,1.139,0.578,0.310,0.072,0.189,
slog_stranger_2448_sink,0.849,0.976,0.487,0.336,0.069,0.219,1.335,1.476,0.654,0.314,0.086,0.162,
slog_stranger_2449_sink,0.873,1.010,0.492,0.315,0.077,0.207,1.325,1.477,0.637,0.303,0.087,0.173,
slog_stranger_244_sink,0.854,0.975,0.481,0.321,0.065,0.212,1.687,2.960,0.724,0.441,0.081,0.173,
slog_stranger_2450_sink,0.887,1.032,0.498,0.311,0.070,0.202,1.323,1.446,0.588,0.377,0.073,0.195,
slog_stranger_2453_sink,0.842,0.989,0.492,0.334,0.073,0.213,1.358,1.435,0.639,0.334,0.080,0.170,
slog_stranger_2454_sink,0.849,0.982,0.490,0.310,0.076,0.201,1.360,1.475,0.658,0.300,0.085,0.169,
slog_stranger_2455_sink,0.866,0.943,0.518,0.333,0.076,0.216,1.244,1.183,0.549,0.321,0.080,0.179,
slog_stranger_2456_sink,0.876,0.964,0.506,0.315,0.068,0.206,1.186,1.138,0.580,0.488,0.072,0.180,
slog_stranger_245_sink,0.896,0.992,0.511,0.319,0.054,0.217,1.836,4.090,0.755,0.380,0.076,0.180,
slog_stranger_2461_sink,1.045,1.167,0.495,0.313,0.062,0.212,2.518,7.491,1.473,0.495,0.120,0.181,
slog_stranger_2466_sink,0.843,0.948,0.471,0.427,0.075,0.212,1.181,1.173,0.564,0.300,0.085,0.174,
slog_stranger_2467_sink,0.873,0.966,0.506,0.322,0.072,0.214,1.236,1.180,0.582,0.293,0.072,0.182,
slog_stranger_2469_sink,,,,0.307,0.054,0.212,1.806,2.637,0.731,0.423,0.121,0.177,
slog_stranger_2471_sink,0.852,0.970,0.520,0.335,0.071,0.224,1.373,1.497,0.620,0.315,0.081,0.177,
slog_stranger_2475_sink,0.837,0.944,0.468,0.316,0.070,0.210,1.130,1.143,0.535,0.324,0.072,0.185,
slog_stranger_2480_sink,0.867,0.979,0.487,0.318,0.073,0.205,1.208,1.136,0.581,0.287,0.073,0.176,
slog_stranger_2481_sink,0.839,0.898,0.515,0.319,0.069,0.208,1.363,1.142,0.579,0.295,0.081,0.171,
slog_stranger_2482_sink,0.849,0.925,0.513,0.365,0.068,0.215,1.143,1.111,0.548,0.526,0.078,0.174,
slog_stranger_2484_sink,0.867,0.950,0.503,0.429,0.069,0.211,1.171,1.149,0.571,0.297,0.082,0.170,
slog_stranger_2485_sink,0.830,0.924,0.478,0.326,0.079,0.212,1.307,1.106,0.533,0.295,0.070,0.182,
slog_stranger_2486_sink,0.842,0.955,0.491,0.324,0.070,0.216,1.156,1.141,0.564,0.309,0.077,0.179,
slog_stranger_2489_sink,0.872,0.983,0.492,0.334,0.074,0.218,1.249,1.178,0.566,0.294,0.074,0.179,
slog_stranger_248_sink,1.206,1.533,0.723,0.329,0.069,0.213,1.193,1.139,0.578,0.333,0.070,0.182,
slog_stranger_2490_sink,0.847,0.937,0.491,0.338,0.068,0.222,1.199,1.153,0.551,0.302,0.077,0.181,
slog_stranger_2491_sink,0.866,0.950,0.506,0.317,0.078,0.197,1.151,1.130,0.534,0.313,0.080,0.180,
slog_stranger_2495_sink,0.844,0.920,0.488,0.338,0.077,0.215,1.219,1.148,0.572,0.455,0.075,0.178,
slog_stranger_2497_sink,0.837,0.954,0.466,0.344,0.072,0.209,1.363,1.160,0.555,0.290,0.076,0.175,
slog_stranger_2502_sink,0.904,0.967,0.510,0.330,0.072,0.216,1.173,1.147,0.569,0.297,0.078,0.174,
slog_stranger_2509_sink,0.862,0.996,0.486,0.331,0.079,0.209,1.334,1.516,0.624,0.307,0.083,0.175,
slog_stranger_250_sink,0.849,0.982,0.465,0.339,0.065,0.209,2.160,6.850,1.046,0.328,0.082,0.172,
slog_stranger_2510_sink,0.866,0.966,0.502,0.324,0.079,0.205,1.167,1.131,0.568,0.298,0.084,0.166,
slog_stranger_2511_sink,0.841,0.925,0.503,0.317,0.065,0.218,1.205,1.151,0.556,0.302,0.084,0.169,
slog_stranger_2517_sink,0.845,0.933,0.464,0.353,0.077,0.203,1.198,1.164,0.551,0.449,0.071,0.187,
slog_stranger_2521_sink,0.858,0.961,0.501,0.325,0.077,0.213,1.173,1.171,0.553,0.304,0.076,0.176,
slog_stranger_2525_sink,0.837,0.953,0.472,0.427,0.071,0.217,1.203,1.171,0.555,0.307,0.088,0.162,
slog_stranger_2526_sink,0.832,0.938,0.469,0.338,0.077,0.214,1.216,1.127,0.528,0.290,0.081,0.166,
slog_stranger_252_sink,0.927,1.250,0.559,0.363,0.061,0.217,25.576,32.455,1.823,0.481,0.241,0.193,
slog_stranger_2530_sink,0.840,0.944,0.479,0.328,0.066,0.211,1.204,1.122,0.572,0.288,0.069,0.180,
slog_stranger_2537_sink,0.866,0.980,0.493,0.416,0.071,0.220,1.175,1.149,0.579,0.340,0.089,0.166,
slog_stranger_2538_sink,0.860,0.930,0.529,0.320,0.069,0.212,1.184,1.122,0.573,0.291,0.081,0.171,
slog_stranger_2539_sink,0.838,0.969,0.469,0.338,0.072,0.213,1.120,1.150,0.527,0.293,0.077,0.176,
slog_stranger_2540_sink,0.855,0.964,0.496,0.337,0.085,0.205,1.204,1.225,0.568,0.326,0.071,0.182,
slog_stranger_2542_sink,0.865,0.975,0.496,0.335,0.077,0.207,1.294,1.173,0.542,0.317,0.081,0.175,
slog_stranger_2543_sink,0.846,0.942,0.483,0.342,0.075,0.212,1.164,1.162,0.574,0.312,0.074,0.177,
slog_stranger_2544_sink,0.863,0.929,0.471,0.322,0.073,0.210,1.216,1.104,0.530,0.295,0.070,0.183,
slog_stranger_2545_sink,0.870,0.954,0.520,0.325,0.078,0.209,1.242,1.166,0.579,0.305,0.082,0.176,
slog_stranger_2546_sink,0.836,0.936,0.479,0.380,0.072,0.209,1.208,1.161,0.574,0.322,0.069,0.177,
slog_stranger_2549_sink,0.848,0.973,0.496,0.318,0.076,0.204,1.350,1.542,0.620,0.301,0.075,0.183,
slog_stranger_2553_sink,0.860,0.945,0.520,0.330,0.071,0.209,1.138,1.131,0.502,0.533,0.081,0.171,
slog_stranger_2555_sink,0.839,0.901,0.523,0.410,0.069,0.205,1.214,1.144,0.576,0.381,0.063,0.185,
slog_stranger_2556_sink,0.854,0.949,0.514,0.326,0.068,0.210,1.393,1.543,0.642,0.308,0.067,0.189,
slog_stranger_2557_sink,0.873,0.935,0.532,0.428,0.075,0.213,1.185,1.168,0.566,0.295,0.076,0.182,
slog_stranger_2558_sink,0.844,0.920,0.500,0.326,0.073,0.203,1.144,1.107,0.533,0.307,0.076,0.181,
slog_stranger_2559_sink,0.844,0.941,0.469,0.332,0.071,0.221,1.413,1.162,0.572,0.312,0.084,0.167,
slog_stranger_255_sink,1.296,1.741,0.622,0.338,0.061,0.208,1.298,1.241,0.603,0.291,0.072,0.179,
slog_stranger_2563_sink,0.837,0.926,0.502,0.378,0.078,0.213,1.178,1.145,0.570,0.441,0.078,0.179,
slog_stranger_2568_sink,1.201,1.704,0.676,0.331,0.077,0.208,1.207,1.099,0.508,0.329,0.072,0.181,
slog_stranger_256_sink,0.870,0.982,0.503,0.312,0.055,0.211,1.315,1.372,0.601,0.317,0.079,0.180,
slog_stranger_2571_sink,1.185,1.690,0.732,0.333,0.070,0.209,1.334,1.442,0.603,0.309,0.080,0.178,
slog_stranger_2572_sink,1.189,1.731,0.705,0.347,0.069,0.222,1.296,1.382,0.587,0.292,0.069,0.179,
slog_stranger_2575_sink,1.291,1.699,0.637,0.334,0.070,0.214,1.131,1.130,0.532,0.395,0.076,0.181,
slog_stranger_2576_sink,1.187,1.524,0.716,0.357,0.068,0.210,1.257,1.180,0.554,0.368,0.083,0.162,
slog_stranger_2577_sink,0.829,0.933,0.473,0.316,0.064,0.221,1.126,1.098,0.549,0.363,0.079,0.178,
slog_stranger_2578_sink,0.878,0.954,0.514,0.319,0.077,0.206,1.177,1.121,0.572,0.331,0.077,0.173,
slog_stranger_2581_sink,1.172,1.533,0.717,0.341,0.071,0.218,1.125,1.138,0.520,0.404,0.080,0.182,
slog_stranger_2582_sink,0.872,0.962,0.509,0.355,0.068,0.223,1.271,1.151,0.569,0.330,0.077,0.171,
slog_stranger_2583_sink,0.870,0.980,0.496,0.322,0.075,0.211,1.219,1.102,0.543,0.302,0.082,0.167,
slog_stranger_2584_sink,0.844,0.943,0.483,0.330,0.075,0.211,1.182,1.097,0.594,0.609,0.072,0.181,
slog_stranger_2587_sink,0.839,0.984,0.494,0.328,0.063,0.217,1.151,1.225,0.536,0.280,0.076,0.171,
slog_stranger_2589_sink,0.897,1.033,0.496,0.304,0.064,0.196,1.942,4.284,0.914,0.301,0.091,0.171,
slog_stranger_2590_sink,0.862,1.008,0.494,0.302,0.056,0.214,2.072,4.381,0.866,0.290,0.073,0.178,
slog_stranger_2591_sink,0.866,1.027,0.484,0.331,0.054,0.223,1.886,4.244,0.817,0.420,0.069,0.185,
slog_stranger_2592_sink,0.873,0.971,0.506,0.321,0.078,0.201,1.427,1.165,0.541,0.300,0.072,0.185,
slog_stranger_2593_sink,0.848,0.953,0.480,0.351,0.085,0.206,1.158,1.153,0.527,0.281,0.063,0.188,
slog_stranger_2594_sink,,,,0.314,0.059,0.216,1.681,2.612,0.670,0.286,0.079,0.169,
slog_stranger_2595_sink,0.883,0.948,0.515,0.344,0.070,0.215,1.205,1.186,0.599,0.286,0.073,0.180,
slog_stranger_2597_sink,0.838,0.946,0.474,0.347,0.079,0.206,1.184,1.182,0.565,0.293,0.065,0.183,
slog_stranger_2600_sink,0.872,0.965,0.515,0.319,0.080,0.196,1.293,1.181,0.546,0.395,0.076,0.177,
slog_stranger_2601_sink,0.859,0.925,0.504,0.320,0.073,0.210,1.171,1.159,0.528,0.345,0.079,0.169,
slog_stranger_2602_sink,1.298,1.608,0.590,0.359,0.079,0.211,1.197,1.122,0.570,0.306,0.077,0.173,
slog_stranger_2603_sink,1.205,1.590,0.715,0.310,0.067,0.207,1.797,3.219,0.749,0.371,0.088,0.175,
slog_stranger_2607_sink,1.369,1.810,0.673,0.327,0.050,0.231,1.737,2.962,0.721,0.553,0.083,0.179,
slog_stranger_2608_sink,1.171,1.635,0.672,0.489,0.061,0.208,1.721,3.135,0.696,0.308,0.090,0.176,
slog_stranger_260_sink,0.871,0.953,0.510,0.613,0.072,0.209,1.254,1.144,0.556,0.309,0.076,0.177,
slog_stranger_2610_sink,0.838,0.988,0.499,0.336,0.054,0.216,1.959,4.118,0.882,0.313,0.081,0.171,
slog_stranger_2611_sink,0.873,0.972,0.527,0.350,0.065,0.208,1.760,3.138,0.734,0.309,0.070,0.182,
slog_stranger_2612_sink,0.841,0.939,0.477,0.387,0.072,0.211,1.351,1.160,0.559,0.334,0.072,0.185,
slog_stranger_2613_sink,0.872,0.976,0.503,0.349,0.071,0.221,1.129,1.118,0.552,0.299,0.080,0.170,
slog_stranger_2614_sink,1.213,1.677,0.712,0.347,0.057,0.216,1.607,2.543,0.701,0.483,0.086,0.167,
slog_stranger_2615_sink,1.339,1.638,0.642,0.329,0.073,0.208,1.662,2.724,0.730,0.299,0.078,0.176,
slog_stranger_2618_sink,0.837,0.928,0.491,0.344,0.068,0.205,1.121,1.116,0.553,0.323,0.071,0.185,
slog_stranger_2620_sink,1.367,1.817,0.646,0.328,0.060,0.220,1.768,2.555,0.747,0.338,0.081,0.176,
slog_stranger_2621_sink,1.215,1.537,0.704,0.326,0.066,0.212,1.427,1.112,0.565,0.352,0.068,0.179,
slog_stranger_2622_sink,0.851,0.992,0.498,0.357,0.052,0.231,2.027,4.840,0.913,0.326,0.073,0.182,
slog_stranger_2623_sink,0.880,0.971,0.496,0.380,0.071,0.219,1.131,1.103,0.541,0.295,0.066,0.184,
slog_stranger_2624_sink,0.832,0.948,0.467,0.553,0.079,0.203,1.185,1.153,0.565,0.303,0.071,0.188,
slog_stranger_2625_sink,0.868,0.962,0.505,0.350,0.079,0.204,1.233,1.169,0.546,0.301,0.066,0.181,
slog_stranger_2626_sink,0.837,0.958,0.466,0.367,0.081,0.195,1.218,1.171,0.528,0.415,0.082,0.168,
slog_stranger_2628_sink,0.865,0.958,0.518,0.352,0.068,0.210,1.132,1.134,0.538,0.333,0.064,0.193,
slog_stranger_2630_sink,0.859,1.030,0.497,0.323,0.082,0.212,1.153,1.205,0.549,0.370,0.083,0.176,
slog_stranger_2632_sink,0.858,0.932,0.517,0.400,0.061,0.221,1.231,1.149,0.563,0.289,0.068,0.185,
slog_stranger_2633_sink,0.848,0.950,0.475,0.330,0.078,0.210,1.244,1.174,0.547,0.278,0.067,0.177,
slog_stranger_2634_sink,0.877,0.995,0.509,0.322,0.059,0.220,1.972,4.352,0.852,0.357,0.081,0.177,
slog_stranger_2637_sink,1.214,1.687,0.727,0.322,0.061,0.226,1.200,1.122,0.553,0.349,0.075,0.179,
slog_stranger_2638_sink,1.357,1.890,0.650,0.323,0.070,0.201,1.704,3.132,0.752,0.435,0.083,0.176,
slog_stranger_263_sink,0.831,0.941,0.487,0.338,0.073,0.219,1.132,1.117,0.537,0.292,0.080,0.167,
slog_stranger_2642_sink,1.292,1.591,0.607,0.521,0.074,0.212,1.212,1.124,0.586,0.311,0.077,0.177,
slog_stranger_2646_sink,0.832,0.947,0.468,0.344,0.076,0.215,1.171,1.167,0.559,0.306,0.080,0.176,
slog_stranger_264_sink,0.859,0.956,0.492,0.331,0.069,0.217,1.369,1.144,0.552,0.308,0.073,0.176,
slog_stranger_2650_sink,0.844,0.967,0.494,0.326,0.064,0.213,1.754,2.989,0.706,0.294,0.071,0.179,
slog_stranger_2651_sink,0.875,0.970,0.494,0.333,0.068,0.216,1.150,1.137,0.513,0.301,0.079,0.173,
slog_stranger_2654_sink,0.860,0.959,0.502,0.320,0.075,0.204,1.158,1.152,0.542,0.297,0.080,0.178,
slog_stranger_2655_sink,0.841,0.906,0.509,0.323,0.066,0.223,1.301,1.169,0.556,0.292,0.076,0.173,
slog_stranger_2656_sink,0.874,0.990,0.498,0.347,0.076,0.217,1.227,1.237,0.588,0.373,0.078,0.171,
slog_stranger_2657_sink,0.885,1.027,0.493,0.331,0.075,0.210,1.300,1.464,0.568,0.297,0.077,0.182,
slog_stranger_2659_sink,1.183,1.638,0.757,0.378,0.070,0.227,1.150,1.113,0.544,0.308,0.081,0.178,
slog_stranger_265_sink,0.872,0.942,0.535,0.338,0.060,0.221,1.117,1.122,0.547,0.296,0.070,0.179,
slog_stranger_2661_sink,1.289,1.617,0.612,0.328,0.076,0.213,1.199,1.141,0.581,0.303,0.076,0.168,
slog_stranger_2663_sink,1.179,1.631,0.710,0.334,0.071,0.211,1.170,1.097,0.592,0.314,0.077,0.179,
slog_stranger_2665_sink,1.304,1.567,0.616,0.331,0.054,0.223,1.434,1.333,0.602,0.297,0.079,0.174,
slog_stranger_2667_sink,1.287,1.565,0.639,0.328,0.071,0.214,1.180,1.146,0.575,0.296,0.067,0.183,
slog_stranger_2670_sink,1.215,1.663,0.732,0.355,0.077,0.210,1.369,1.122,0.519,0.299,0.079,0.177,
slog_stranger_2671_sink,1.281,1.562,0.643,0.331,0.071,0.213,1.128,1.104,0.547,0.297,0.072,0.184,
slog_stranger_2672_sink,1.300,1.721,0.601,0.345,0.072,0.215,1.309,1.134,0.559,0.324,0.073,0.181,
slog_stranger_2673_sink,1.200,1.508,0.757,0.337,0.080,0.203,1.187,1.125,0.590,0.289,0.072,0.176,
slog_stranger_2674_sink,1.308,1.563,0.634,0.329,0.074,0.219,1.345,1.130,0.566,0.349,0.076,0.170,
slog_stranger_2675_sink,1.283,1.580,0.647,0.329,0.072,0.212,1.172,1.152,0.554,0.303,0.087,0.170,
slog_stranger_2676_sink,0.858,0.965,0.452,0.333,0.071,0.216,1.138,1.081,0.551,0.524,0.073,0.183,
slog_stranger_2677_sink,0.871,0.954,0.514,0.324,0.075,0.212,1.124,1.142,0.520,0.282,0.067,0.178,
slog_stranger_2679_sink,1.195,1.538,0.715,0.597,0.078,0.214,1.200,1.173,0.536,0.296,0.068,0.181,
slog_stranger_2680_sink,1.299,1.715,0.646,0.318,0.074,0.210,1.249,1.132,0.557,0.307,0.068,0.185,
slog_stranger_2681_sink,1.282,1.553,0.615,0.323,0.074,0.215,1.210,1.122,0.573,0.300,0.072,0.183,
slog_stranger_2682_sink,0.866,0.931,0.501,0.364,0.058,0.217,1.240,1.147,0.563,0.296,0.070,0.178,
slog_stranger_2683_sink,0.863,0.982,0.491,0.338,0.074,0.214,1.180,1.096,0.545,0.349,0.073,0.176,
slog_stranger_2685_sink,0.886,0.984,0.530,0.332,0.063,0.203,2.172,6.452,0.934,0.350,0.117,0.181,
slog_stranger_2686_sink,0.840,0.918,0.500,0.326,0.072,0.217,1.186,1.187,0.539,0.339,0.076,0.187,
slog_stranger_2687_sink,0.867,0.945,0.527,0.315,0.083,0.195,1.169,1.159,0.542,0.287,0.078,0.172,
slog_stranger_2688_sink,0.885,1.026,0.501,0.314,0.065,0.215,2.403,6.771,1.266,0.308,0.075,0.188,
slog_stranger_2691_sink,0.846,0.917,0.501,0.324,0.080,0.200,1.176,1.161,0.560,0.293,0.083,0.162,
slog_stranger_2693_sink,0.891,0.986,0.504,0.330,0.075,0.212,1.186,1.290,0.538,0.317,0.072,0.185,
slog_stranger_2694_sink,0.877,0.983,0.511,0.329,0.066,0.220,1.358,1.168,0.574,0.297,0.071,0.177,
slog_stranger_2695_sink,1.185,1.625,0.766,0.395,0.079,0.210,1.265,1.147,0.574,0.323,0.063,0.186,
slog_stranger_2696_sink,1.280,1.582,0.593,0.446,0.075,0.207,1.214,1.107,0.527,0.289,0.073,0.180,
slog_stranger_2699_sink,1.281,1.662,0.633,0.398,0.073,0.211,1.265,1.118,0.577,0.292,0.082,0.169,
slog_stranger_2700_sink,1.241,1.736,0.757,0.362,0.073,0.210,1.164,1.205,0.550,0.298,0.071,0.176,
slog_stranger_2702_sink,1.001,0.960,0.505,0.333,0.071,0.211,1.174,1.153,0.577,0.320,0.073,0.178,
slog_stranger_2708_sink,1.299,1.605,0.604,0.452,0.066,0.214,1.154,1.104,0.563,0.384,0.073,0.180,
slog_stranger_2710_sink,1.207,1.664,0.697,0.332,0.075,0.211,1.154,1.121,0.549,0.394,0.080,0.170,
slog_stranger_2711_sink,0.870,0.963,0.505,0.345,0.073,0.210,1.197,1.142,0.487,0.303,0.074,0.176,
slog_stranger_2713_sink,1.293,1.565,0.638,0.327,0.068,0.215,1.149,1.123,0.560,0.317,0.075,0.177,
slog_stranger_2714_sink,1.285,1.587,0.588,0.322,0.071,0.214,1.114,1.107,0.524,0.300,0.073,0.180,
slog_stranger_2715_sink,1.185,1.625,0.736,0.339,0.076,0.215,1.166,1.126,0.579,0.320,0.079,0.168,
slog_stranger_2716_sink,1.287,1.720,0.598,0.365,0.074,0.208,1.170,1.128,0.554,0.285,0.071,0.178,
slog_stranger_2718_sink,1.320,1.719,0.621,0.333,0.080,0.208,1.303,1.132,0.567,0.353,0.074,0.172,
slog_stranger_2719_sink,0.841,0.950,0.487,0.360,0.068,0.218,1.122,1.111,0.529,0.299,0.084,0.174,
